Country,Region,BUA name,BUA size classification,Counts,Counts_1,Counts_2,Counts_3,Counts_4,Counts_5
England,Yorkshire and The Humber,Rufforth,Minor,650,346,346,346,346,346
England,West Midlands,Dudleston Heath,Minor,535,347,347,347,347,347
England,South East,Godstone,Minor,2650,9674,9674,9674,9674,9674
England,East Midlands,Charlesworth,Minor,855,345,345,345,345,345
England,North West,Rainow,Minor,620,347,347,347,347,347
England,North East,Hadston,Minor,2710,347,347,347,347,347
England,East Midlands,Bilsby,Minor,235,347,347,347,347,347
England,South West,Marnhull,Minor,1465,1637,1637,1637,1637,1637
England,South West,Bradworthy,Minor,725,347,347,347,347,347
England,South East,Burley Street,Minor,375,345,345,345,345,345
England,South East,Nettlebed,Minor,780,3479,3479,3479,3479,3479
England,South West,Probus,Minor,2565,347,347,347,347,347
England,West Midlands,Gorsley Common,Minor,665,347,347,347,347,347
England,South West,St Newlyn East,Minor,1040,354,354,354,354,354
England,West Midlands,Gospel End,Minor,845,34,34,34,34,34
England,South East,Twyford (Winchester),Minor,1480,7364,7364,7364,7364,7364
England,South East,Tower Hill,Minor,325,563,563,563,563,563
England,South East,Durfold Wood,Minor,400,543,543,543,543,543
England,East of England,Martlesham,Minor,1980,16397,14678,14678,14678,14678
England,South West,Kilve,Minor,355,350,350,350,350,350
England,South East,North Chailey,Minor,1010,347,347,347,347,347
England,South East,Ninfield,Minor,1295,347,347,347,347,347
England,North West,Hurst Green (Ribble Valley),Minor,940,347,347,347,347,347
England,North West,Whitworth,Small,6715,3478,3478,3478,3478,3478
England,North West,Standish,Small,12940,3476,3476,3476,3476,3476
England,Yorkshire and The Humber,Driffield,Small,13215,17400,15698,15698,15698,15698
England,South East,Midhurst,Small,5370,9300,9376,9376,9376,9376
England,North West,Wigton,Small,5395,7364,7364,7364,7364,7364
England,East Midlands,Stapleford,Small,15045,7634,7634,7634,7634,7634
England,East of England,Yaxley (Huntingdonshire),Small,9405,1637,1639,1639,1639,1639
England,West Midlands,Bayston Hill,Small,5220,347,347,347,347,347
England,South East,Weybridge,Small,15915,35400,35400,35400,35400,35400
England,South East,Godalming,Small,10450,35900,35900,35900,35900,35900
England,North East,Shiremoor,Small,6955,3478,3478,3478,3478,3478
England,East of England,Sawston,Small,7270,6398,6394,6394,6394,6394
England,East Midlands,Ashby-de-la-Zouch,Small,15120,17698,17698,17698,17698,17698
England,Yorkshire and The Humber,Moorends,Small,5195,347,34,34,34,34
England,East Midlands,Horncastle,Small,7295,7346,7346,7346,7346,7346
England,Yorkshire and The Humber,Sherburn in Elmet,Small,8570,3476,3476,3476,3476,3476
England,South West,Somerton,Small,5100,9346,9400,9400,9400,9400
England,North West,Little Lever,Small,12525,3467,3467,3467,3467,3467
England,East Midlands,Lutterworth,Small,10520,7304,7364,7364,7364,7364
England,Yorkshire and The Humber,North Anston,Small,6605,347,347,347,347,347
England,East of England,Wivenhoe,Small,7350,7364,6394,6394,6394,6394
England,North West,Littleborough,Small,12160,13400,13400,13400,13400,13400
England,North West,Shevington,Small,5320,7468,7468,7468,7468,7468
England,East Midlands,Long Eaton,Medium,37820,75400,75400,75400,75400,75400
England,South West,Newquay,Medium,24545,17498,17498,17498,17498,17498
England,Yorkshire and The Humber,Barnsley,Medium,71405,69400,69400,69400,69400,69400
England,North East,Washington,Medium,51320,57964,75039,75039,75039,75039
England,North East,Billingham,Medium,33920,59400,59400,59400,59400,59400
England,South West,Trowbridge,Medium,43750,63400,63400,63400,63400,63400
England,North West,Dukinfield,Medium,21155,35400,35400,35400,35400,35400
England,West Midlands,Coseley,Medium,25205,13400,13400,13400,13400,13400
England,East Midlands,Kettering,Medium,63150,114698,114698,114698,114698,114698
England,West Midlands,Great Malvern,Medium,33185,13400,13400,13400,13400,13400
England,East Midlands,Spalding,Medium,30550,35900,35900,35900,35900,35900
England,South East,Burgess Hill,Medium,33355,35400,35400,35400,35400,35400
England,South West,Weymouth,Medium,55535,43900,43900,43900,43900,43900
England,South East,Shoreham-by-Sea,Medium,23660,17496,17698,17698,17698,17698
England,East Midlands,Wigston,Medium,34730,34900,34900,34900,34900,34900
England,East of England,Kempston,Medium,22785,16300,16398,16398,16398,16398
England,North East,Hebburn,Medium,21345,35698,35698,35698,35698,35698
England,West Midlands,Willenhall,Medium,49580,35400,35400,35400,35400,35400
England,East Midlands,Kirkby-in-Ashfield,Medium,21270,35400,35400,35400,35400,35400
England,East Midlands,Grantham,Medium,44905,59400,59400,59400,59400,59400
England,South West,Barnstaple,Medium,31275,17400,17400,17400,17400,17400
England,South West,Quedgeley and Hardwicke,Medium,21125,34785,34785,34785,34785,34785
England,North West,Kendal,Medium,28940,23400,23400,23400,23400,23400
England,North East,Sunderland,Large,168315,395680,395680,395680,395680,395680
England,South East,Gillingham (Medway),Large,108480,43985,45936,45936,45936,45936
England,North West,Oldham,Large,110720,238000,238000,238000,238000,238000
England,West Midlands,Rugby,Large,78120,35400,35400,35400,35400,35400
England,South East,Guildford,Large,77880,134000,134000,134000,134000,134000
England,East of England,Southend-on-Sea,Large,182305,176985,175984,175984,175984,175984
England,North West,Blackburn (Blackburn with Darwen),Large,124955,114698,114698,114698,114698,114698
England,South East,Maidstone,Large,109490,93600,95600,95600,95600,95600
England,Yorkshire and The Humber,Harrogate,Large,75515,73400,73400,73400,73400,73400
England,North West,Carlisle,Large,77730,73600,73600,73600,73600,73600
England,North West,Rochdale,Large,111255,146980,146980,146980,146980,146980
England,South West,Weston-super-Mare,Large,84605,75348,75348,75348,75348,75348
England,South East,Basingstoke,Large,117210,185000,185000,185000,185000,185000
England,North West,Preston (Preston),Large,94490,143978,143978,143978,143978,143978
England,South West,Bournemouth,Large,196455,219340,219340,219340,219340,219340
England,North East,Hartlepool,Large,87995,76900,76900,76900,76900,76900
England,West Midlands,Tamworth,Large,76090,35900,35900,35900,35900,35900
England,East of England,Hemel Hempstead,Large,95985,146985,146987,146987,146987,146987
England,West Midlands,Solihull,Large,107735,238000,238000,238000,238000,238000
England,South West,Poole,Large,141005,156980,176498,176498,176498,176498
England,Yorkshire and The Humber,Halifax,Large,88115,158600,158600,158600,158600,158600
England,East of England,Stevenage,Large,94470,85600,85600,85600,85600,85600
England,South East,Crawley (Crawley),Large,120550,134698,134698,134698,134698,134698
England,West Midlands,Coventry,Major,344285,357900,357900,357900,357900,357900
England,South East,Reading,Major,203795,230000,230000,230000,230000,230000
